CTYNAME,YEAR,CTYCODE,MIDTERM,TOTVOTERS,SOCIALCAP.Religious2014,SOCIALCAP.Civic2014,SOCIALCAP.Business2014,SOCIALCAP.Political2014,SOCIALCAP.Professional2014,SOCIALCAP.Labor2014,SOCIALCAP.Bowling2014,SOCIALCAP.Recreational2014,SOCIALCAP.Golf2014,SOCIALCAP.Sports2014,SOCIALCAP.pop2014,SOCIALCAP.assn2014,SOCIALCAP.pvote2012,SOCIALCAP.respn2010,SOCIALCAP.nccs2014,SOCIALCAP.sk2014,SOCIALCAP.relig09,SOCIALCAP.civic09,SOCIALCAP.bus09,SOCIALCAP.pol09,SOCIALCAP.prof09,SOCIALCAP.labor09,SOCIALCAP.bowl09,SOCIALCAP.fitns09,SOCIALCAP.golf09,SOCIALCAP.sport09,SOCIALCAP.pop09,SOCIALCAP.respn10,SOCIALCAP.pvote08,SOCIALCAP.nccs09,SOCIALCAP.assn09,SOCIALCAP.sk09,HOUSE.Congress (Years),HOUSE.# of House Seats,HOUSE.Democrats,HOUSE.Republicans,HOUSE.Other,HOUSE.Del./Res.,SENATE.Session,SENATE.Total Seats,SENATE.Democrat,SENATE.Republican,SENATE.Other Parties,STATELEGIS.Session,STATELEGIS.House,STATELEGIS.Senate,STATELEGIS.Governor,VOTE_ELI.HD01_VD09,VOTE_ELI.HD01_VD11,VOTE_ELI.HD01_VD20,VOTE_ELI.HD01_VD22,VOTE_ELIGIBLE,Citizen: Total,Citizen: US Born,Citizen: Puerto Rico/US Islands Born,Citizen: Born Abroad,Citizen: Naturalization,Not Citizen,Percent Married,Percent Divorced,POPULATION,WHITE,BLACK,INDIAN,ASIAN,HAWAIIAN,OTHERS,X1,TOTALMALE,TOTALFEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE18ABOVE,POPULATION 18-24,HIGHSCHOOL DEGREE,BACHELOR'S DEGREE,POPULATION >25,HIGHSCHOOL DEGREE >25,BACHELOR'S DEGREE >25,GRADUATE DEGREE >25,INCOME.GEO.id,INCOME.GEO.id2,INCOME.GEO.display-label,INCOME.HC01_EST_VC01,INCOME.HC01_MOE_VC01,INCOME.HC02_EST_VC01,INCOME.HC02_MOE_VC01,INCOME.HC03_EST_VC01,INCOME.HC03_MOE_VC01,INCOME.HC04_EST_VC01,INCOME.HC04_MOE_VC01,INCOME.HC01_EST_VC02,INCOME.HC01_MOE_VC02,INCOME.HC02_EST_VC02,INCOME.HC02_MOE_VC02,INCOME.HC03_EST_VC02,INCOME.HC03_MOE_VC02,INCOME.HC04_EST_VC02,INCOME.HC04_MOE_VC02,INCOME.HC01_EST_VC03,INCOME.HC01_MOE_VC03,INCOME.HC02_EST_VC03,INCOME.HC02_MOE_VC03,INCOME.HC03_EST_VC03,INCOME.HC03_MOE_VC03,INCOME.HC04_EST_VC03,INCOME.HC04_MOE_VC03,INCOME.HC01_EST_VC04,INCOME.HC01_MOE_VC04,INCOME.HC02_EST_VC04,INCOME.HC02_MOE_VC04,INCOME.HC03_EST_VC04,INCOME.HC03_MOE_VC04,INCOME.HC04_EST_VC04,INCOME.HC04_MOE_VC04,INCOME.HC01_EST_VC05,INCOME.HC01_MOE_VC05,INCOME.HC02_EST_VC05,INCOME.HC02_MOE_VC05,INCOME.HC03_EST_VC05,INCOME.HC03_MOE_VC05,INCOME.HC04_EST_VC05,INCOME.HC04_MOE_VC05,INCOME.HC01_EST_VC06,INCOME.HC01_MOE_VC06,INCOME.HC02_EST_VC06,INCOME.HC02_MOE_VC06,INCOME.HC03_EST_VC06,INCOME.HC03_MOE_VC06,INCOME.HC04_EST_VC06,INCOME.HC04_MOE_VC06,INCOME.HC01_EST_VC07,INCOME.HC01_MOE_VC07,INCOME.HC02_EST_VC07,INCOME.HC02_MOE_VC07,INCOME.HC03_EST_VC07,INCOME.HC03_MOE_VC07,INCOME.HC04_EST_VC07,INCOME.HC04_MOE_VC07,INCOME.HC01_EST_VC08,INCOME.HC01_MOE_VC08,INCOME.HC02_EST_VC08,INCOME.HC02_MOE_VC08,INCOME.HC03_EST_VC08,INCOME.HC03_MOE_VC08,INCOME.HC04_EST_VC08,INCOME.HC04_MOE_VC08,INCOME.HC01_EST_VC09,INCOME.HC01_MOE_VC09,INCOME.HC02_EST_VC09,INCOME.HC02_MOE_VC09,INCOME.HC03_EST_VC09,INCOME.HC03_MOE_VC09,INCOME.HC04_EST_VC09,INCOME.HC04_MOE_VC09,INCOME.HC01_EST_VC10,INCOME.HC01_MOE_VC10,INCOME.HC02_EST_VC10,INCOME.HC02_MOE_VC10,INCOME.HC03_EST_VC10,INCOME.HC03_MOE_VC10,INCOME.HC04_EST_VC10,INCOME.HC04_MOE_VC10,INCOME.HC01_EST_VC11,INCOME.HC01_MOE_VC11,INCOME.HC02_EST_VC11,INCOME.HC02_MOE_VC11,INCOME.HC03_EST_VC11,INCOME.HC03_MOE_VC11,INCOME.HC04_EST_VC11,INCOME.HC04_MOE_VC11,INCOME.HC01_EST_VC13,INCOME.HC01_MOE_VC13,INCOME.HC02_EST_VC13,INCOME.HC02_MOE_VC13,INCOME.HC03_EST_VC13,INCOME.HC03_MOE_VC13,INCOME.HC04_EST_VC13,INCOME.HC04_MOE_VC13,INCOME.HC01_EST_VC15,INCOME.HC01_MOE_VC15,INCOME.HC02_EST_VC15,INCOME.HC02_MOE_VC15,INCOME.HC03_EST_VC15,INCOME.HC03_MOE_VC15,INCOME.HC04_EST_VC15,INCOME.HC04_MOE_VC15,INCOME.HC01_EST_VC18,INCOME.HC01_MOE_VC18,INCOME.HC02_EST_VC18,INCOME.HC02_MOE_VC18,INCOME.HC03_EST_VC18,INCOME.HC03_MOE_VC18,INCOME.HC04_EST_VC18,INCOME.HC04_MOE_VC18,INCOME.HC01_EST_VC19,INCOME.HC01_MOE_VC19,INCOME.HC02_EST_VC19,INCOME.HC02_MOE_VC19,INCOME.HC03_EST_VC19,INCOME.HC03_MOE_VC19,INCOME.HC04_EST_VC19,INCOME.HC04_MOE_VC19,INCOME.HC01_EST_VC20,INCOME.HC01_MOE_VC20,INCOME.HC02_EST_VC20,INCOME.HC02_MOE_VC20,INCOME.HC03_EST_VC20,INCOME.HC03_MOE_VC20,INCOME.HC04_EST_VC20,INCOME.HC04_MOE_VC20,EMPLOY.GEO.id,EMPLOY.GEO.id2,EMPLOY.HC01_EST_VC01,EMPLOY.HC01_MOE_VC01,EMPLOY.HC02_EST_VC01,EMPLOY.HC02_MOE_VC01,EMPLOY.HC03_EST_VC01,EMPLOY.HC03_MOE_VC01,EMPLOY.HC04_EST_VC01,EMPLOY.HC04_MOE_VC01,OCC.HC01_EST_VC01,OCC.HC01_EST_VC02,OCC.HC01_EST_VC03,OCC.HC01_EST_VC04,OCC.HC01_EST_VC05,OCC.HC01_EST_VC06,OCC.HC01_EST_VC07,OCC.HC01_EST_VC08,OCC.HC01_EST_VC09,OCC.HC01_EST_VC10,OCC.HC01_EST_VC11,OCC.HC01_EST_VC12,OCC.HC01_EST_VC13,OCC.HC01_EST_VC14,VOTEPERCENT,OCC.Agriculture,OCC.Construction,OCC.Manufacturing,OCC.WholesaleTrade,OCC.RetailTrade,OCC.Transportation,OCC.Information,OCC.Finance,OCC.Professional,OCC.Education,OCC.Arts,OCC.OtherServices,OCC.PublicAdmin
kandiyohi,2006,34,1,18054,57,8,3,0,0,3,1,3,5,1,42465,1.9074531967502648,0.8013215365662448,0.76,277,1.135523385399956,59,8,3,0,0,3,3,7,5,0,42058,0.76,0.707477,304,2.0923486613723905,1.2621614341427678,109th (2005–2007),435,201,233,Independent (1),4/1,109 (2005-2007),100,44,55,1,"84th, 2005-2006",Republican,DFL,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kandiyohi,2010,34,1,17447,57,8,3,0,0,3,1,3,5,1,42465,1.9074531967502648,0.8013215365662448,0.76,277,1.135523385399956,59,8,3,0,0,3,3,7,5,0,42058,0.76,0.707477,304,2.0923486613723905,1.2621614341427678,111th (2009–2011),435,257,178,0,5/1,111 (2009-2011),100,57,41,2,"86th, 2009-2010",DFL,DFL,Republican,14825,336,15301,188,30650,41869,39814,5,89,599,1362,58.4,7.4,41869,38837,1239,213,193,0,1239,58,21072,20797,6.7,7.1,6.3,5.9,6.3,5.5,75.8,4108,26.8,7.4,27648,32,15.1,5.9,0500000US27067,27067,"Kandiyohi County, Minnesota",17069,411,11646,342,9451,333,5423,273,5.7,1,2.6,0.8,1.0,0.4,13.4,2.7,6.1,1,2.3,0.7,0.7,0.3,14.6,2.7,11.8,1.5,8,1.4,5.7,1.0,20.8,3.5,11.3,1.3,10.1,1.4,7.6,1.2,14.9,2.7,15.6,1.3,15.5,1.5,14.8,1.6,15.9,2.9,21,1.5,24.9,1.9,27.5,2.0,10.9,2.4,13.1,1.2,16.4,1.6,19.1,1.8,5.3,1.7,10.4,1,13.4,1.3,15.5,1.5,2.8,1,2.2,0.4,3.2,0.6,3.8,0.7,0.1,0.1,2.9,0.6,3.6,0.8,4.4,1.0,1.3,1,49512,2058,60812,1695,67935,2177,25495,1602,64141,2192,75626,3315,N,N,37108,3896,21.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.6,(X),0500000US27067,27067,33100,69,69.6,2.3,65.8,2.1,5.5,0.8,21767,1321,1372,2939,742,2792,959,382,855,1125,6024,1553,922,781,0.5692332789559543,0.060688197730509486,0.0630311940092801,0.13502090320209492,0.0340882988009372,0.1282675609868149,0.044057518261588643,0.017549501539026967,0.0392796434970368,0.051683741443469475,0.27674920751596455,0.07134653374374053,0.04235769743189231,0.03588000183764414
kandiyohi,2014,34,1,16802,57,8,3,0,0,3,1,3,5,1,42465,1.9074531967502648,0.8013215365662448,0.76,277,1.135523385399956,59,8,3,0,0,3,3,7,5,0,42058,0.76,0.707477,304,2.0923486613723905,1.2621614341427678,113th (2013–2015),435,201,234,0,5/1,113 (2013-2015),100,53,45,2,"88th, 2013-2014",DFL,DFL,DFL,15035,347,15205,461,31048,42316,39732,8,126,948,1502,57.7,8.3,42316,38837,1239,213,193,0,1239,232,21353,20963,7,7.4,6.6,5.8,6.1,5.5,76.3,3918,23.6,7.7,28351,29.6,14.9,7,0500000US27067,27067,"Kandiyohi County, Minnesota",16885,251,11558,277,9370,243,5327,259,5.4,1,3.3,1,0.5,0.2,11.3,2.5,4.6,0.7,1.5,0.6,0.5,0.2,11.6,2.1,11.3,1.1,7.3,1.3,5.2,1.0,19.4,2.7,11.1,1.2,7.9,1.2,6.4,1.2,18.4,2.8,15.3,1.3,15.3,1.4,13.9,1.7,15.7,2.3,19.9,1.4,22.8,1.8,24.2,2.0,12.9,2,14.7,1.1,18.6,1.5,21.8,1.7,5.7,1.4,11.8,0.9,15.4,1.2,18.2,1.4,3.4,1.2,2.9,0.5,4,0.7,4.9,0.8,0.5,0.4,3,0.5,3.8,0.6,4.5,0.7,1.2,1,52043,1384,64575,2348,73961,2852,28699,1284,67818,1844,79974,2662,89436,3208,39856,2776,26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),0500000US27067,27067,33501,101,69.1,0.9,64.8,1.1,6.2,0.9,21693,1248,1684,3274,617,2485,1069,226,836,1402,5721,1412,942,777,0.5411620716310229,0.05753007882727147,0.07762872816115798,0.15092426128244135,0.028442354676623795,0.11455308163923847,0.04927856912368045,0.010418107223528327,0.038537777163140184,0.06462914304153414,0.2637256257779007,0.06509012123726547,0.04342414603789241,0.03581800580832527
kittson,2002,35,1,2467,11,5,0,0,0,0,0,0,2,0,4442,4.052228725799189,0.8420320111343076,0.7,67,4.730051986227321,8,6,0,0,0,0,0,0,2,0,4561,0.7,0.7169179,65,3.5080026310019736,3.5999947288256484,107th (2001–2003),435,213,220,Independent (2),4/1,107 (2001-2003),100,50,49,1,"82nd, 2001-2002",Republican,DFL,Reform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kittson,2006,35,1,2207,11,5,0,0,0,0,0,0,2,0,4442,4.052228725799189,0.8420320111343076,0.7,67,4.730051986227321,8,6,0,0,0,0,0,0,2,0,4561,0.7,0.7169179,65,3.5080026310019736,3.5999947288256484,109th (2005–2007),435,201,233,Independent (1),4/1,109 (2005-2007),100,44,55,1,"84th, 2005-2006",Republican,DFL,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kittson,2010,35,1,2006,11,5,0,0,0,0,0,0,2,0,4442,4.052228725799189,0.8420320111343076,0.7,67,4.730051986227321,8,6,0,0,0,0,0,0,2,0,4561,0.7,0.7169179,65,3.5080026310019736,3.5999947288256484,111th (2009–2011),435,257,178,0,5/1,111 (2009-2011),100,57,41,2,"86th, 2009-2010",DFL,DFL,Republican,1795,33,1732,46,3606,4620,4454,0,25,108,33,57.8,8.6,4620,4423,20,6,20,0,3,59,2339,2281,4.1,4.1,4.1,3.8,4.2,3.3,78.8,291,36.8,6.9,3348,35.6,16.4,2.7,0500000US27069,27069,"Kittson County, Minnesota",1954,90,1243,83,1083,79,711,81,6.5,1.5,2.1,1.1,1.8,1.1,14.6,3.7,6.2,1.7,2.9,1.3,2.3,1.2,12,3.6,11.9,2.1,7.6,2.2,5.9,1.7,19,4.2,12,2.6,8,2.6,6.8,2.2,19.7,4.6,15.3,2.5,14.2,2.9,13.5,3.0,17.4,5,22.6,3.1,28.2,3.9,28.9,3.9,12.4,3.9,13.3,2.4,19.3,3.6,20.9,4.0,2.7,1.8,9.2,1.5,12.9,2.5,14.8,2.8,1.8,1.4,1.1,0.6,1.4,0.8,1.7,1.0,0.4,0.6,2,0.8,3.2,1.2,3.4,1.3,0,2.8,47568,3615,61890,3333,66295,3335,28074,3311,57715,2850,72278,3996,N,N,31277,3183,31.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X),0500000US27069,27069,3750,29,62.9,2,61.1,2,2.8,0.9,2293,317,105,376,96,286,112,19,78,83,517,42,93,169,0.5562950637825845,0.13824683820322722,0.045791539467945924,0.1639773222852159,0.041866550370693416,0.1247274313126908,0.04884430876580898,0.008286088094199739,0.0340165721761884,0.03619712167466201,0.22546881814217182,0.01831661578717837,0.040558220671609246,0.0737025730484082
kittson,2014,35,1,1974,11,5,0,0,0,0,0,0,2,0,4442,4.052228725799189,0.8420320111343076,0.7,67,4.730051986227321,8,6,0,0,0,0,0,0,2,0,4561,0.7,0.7169179,65,3.5080026310019736,3.5999947288256484,113th (2013–2015),435,201,234,0,5/1,113 (2013-2015),100,53,45,2,"88th, 2013-2014",DFL,DFL,DFL,1728,21,1706,38,3493,4501,4401,0,15,70,15,54.7,9.6,4501,4423,20,6,20,0,3,233,2245,2256,4.2,4.4,3.9,3.6,4,3.2,77.9,274,25.9,8.8,3234,34.4,17,4.2,0500000US27069,27069,"Kittson County, Minnesota",1917,78,1192,59,984,58,725,68,6.4,1.6,2.6,1,0.9,0.6,13.4,3.5,5.7,1.2,1.3,1,0.8,0.5,13,2.7,11.6,1.8,7.4,1.9,5.4,1.6,18.9,4.1,10.6,1.8,9.4,1.8,6.4,1.5,12.3,3.9,16.5,2.3,16.6,2.5,16.6,2.7,17.5,4.4,18.9,2.5,21.2,3.3,22.5,3.2,13.8,3.4,12,1.6,16.1,2.3,18.5,2.9,5.5,1.9,12.7,2,18.8,2.8,21.8,3.1,2.5,1.8,3.7,1.4,4.1,1.8,4.1,1.8,2.3,1.8,1.9,0.7,2.5,1,3.0,1.3,0.8,0.7,48893,3627,66827,3138,72500,3881,30274,3642,62548,3146,74966,3589,N,N,40633,4474,33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X),0500000US27069,27069,3617,28,62,1.7,60.3,1.8,2.8,0.7,2180,321,117,314,89,249,119,17,74,102,471,71,80,156,0.5651302605210421,0.14724770642201834,0.053669724770642205,0.14403669724770643,0.0408256880733945,0.11422018348623854,0.054587155963302755,0.007798165137614679,0.03394495412844037,0.046788990825688076,0.21605504587155963,0.03256880733944954,0.03669724770642202,0.07155963302752294
koochiching,2002,36,1,6155,10,4,1,0,0,5,1,2,1,0,12883,1.8629201272995422,0.7829776915615907,0.65,137,1.7693531779971932,9,8,1,0,0,4,1,3,1,0,13276,0.65,0.6398871,141,2.033745103946972,1.4486510077454224,107th (2001–2003),435,213,220,Independent (2),4/1,107 (2001-2003),100,50,49,1,"82nd, 2001-2002",Republican,DFL,Reform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
koochiching,2006,36,1,5731,10,4,1,0,0,5,1,2,1,0,12883,1.8629201272995422,0.7829776915615907,0.65,137,1.7693531779971932,9,8,1,0,0,4,1,3,1,0,13276,0.65,0.6398871,141,2.033745103946972,1.4486510077454224,109th (2005–2007),435,201,233,Independent (1),4/1,109 (2005-2007),100,44,55,1,"84th, 2005-2006",Republican,DFL,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
koochiching,2010,36,1,5119,10,4,1,0,0,5,1,2,1,0,12883,1.8629201272995422,0.7829776915615907,0.65,137,1.7693531779971932,9,8,1,0,0,4,1,3,1,0,13276,0.65,0.6398871,141,2.033745103946972,1.4486510077454224,111th (2009–2011),435,257,178,0,5/1,111 (2009-2011),100,57,41,2,"86th, 2009-2010",DFL,DFL,Republican,4931,198,5106,102,10337,13461,12661,53,177,327,243,55.6,12.6,13461,12332,97,427,63,0,1,60,6722,6739,4.4,5,3.7,4.9,4.6,5.2,78.6,866,36.6,0.9,9710,39.6,13,3.3,0500000US27071,27071,"Koochiching County, Minnesota",6246,190,3809,235,2970,238,2437,225,8.5,2.3,3.1,1.5,0.6,0.5,18.3,5.2,8.6,1.8,3.3,2.1,2.3,2.3,16.9,3.6,15.9,2.7,11.2,3,6.9,1.9,23.6,5.3,12.2,2.6,11.2,2.8,11.4,3.1,13.6,4,13,1.9,14,2.6,14.4,2.8,10.4,3,19.8,2.8,27.8,4.3,29.1,5.1,9.1,3.5,11.6,2.3,14.8,3.3,17.2,4.2,5.1,2.4,7.9,1.9,11.7,3.1,14.7,3.9,1.4,1.5,1.1,0.7,1.3,1,1.3,1.1,0.8,0.9,1.4,0.8,1.8,1.2,2.1,1.5,0.7,1.2,39571,3483,57963,3979,62052,2833,20836,1862,53006,4648,66664,7112,N,N,30356,4235,23.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25,(X),0500000US27071,27071,10889,78,60.3,2.4,56.2,2.5,6.7,2.1,6120,259,480,1192,97,702,268,130,363,220,1364,545,161,339,0.4952113766083003,0.0423202614379085,0.0784313725490196,0.19477124183006536,0.01584967320261438,0.11470588235294117,0.04379084967320261,0.021241830065359478,0.059313725490196076,0.03594771241830065,0.22287581699346407,0.08905228758169935,0.02630718954248366,0.055392156862745096
koochiching,2014,36,1,5406,10,4,1,0,0,5,1,2,1,0,12883,1.8629201272995422,0.7829776915615907,0.65,137,1.7693531779971932,9,8,1,0,0,4,1,3,1,0,13276,0.65,0.6398871,141,2.033745103946972,1.4486510077454224,113th (2013–2015),435,201,234,0,5/1,113 (2013-2015),100,53,45,2,"88th, 2013-2014",DFL,DFL,DFL,4965,171,4908,152,10196,13138,12240,0,253,339,306,55.1,11,13138,12332,97,427,63,0,1,234,6577,6561,4.3,4.4,4.2,4.7,5,4.4,79.9,854,34.9,3.5,9639,36.6,13.8,4.6,0500000US27071,27071,"Koochiching County, Minnesota",6006,195,3598,215,2914,243,2408,228,7.8,1.9,3.8,1.8,0.9,0.7,16.2,3.9,10.6,2.3,5.5,2.6,1.4,1.2,17.6,4.5,12.9,2.3,6.9,2.3,6.9,2.8,21.4,5.2,12.6,2.6,9.9,2.6,10.8,3.2,16.6,4.4,13.5,2.2,16.5,3.8,14.3,3.7,9.8,3.3,18.2,2.9,22.8,3.7,25.0,4.2,10.8,3.2,9.8,2,13,3.2,14.1,3.5,4.5,1.8,10.4,2.3,15.4,3.4,18.9,3.9,2.6,1.8,2.2,0.9,3.1,1.5,3.9,1.8,0.5,0.5,1.9,1.2,3.1,1.9,3.8,2.4,0,0.7,41725,2865,58344,4850,64899,5134,21470,2433,54433,3199,69354,4671,N,N,30487,2863,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.5,(X),0500000US27071,27071,10852,78,58.6,1.9,54.2,2.1,7.4,2.2,5887,208,326,1078,36,863,458,66,334,221,1195,499,273,330,0.5302079246763437,0.035332087650755906,0.05537625276031935,0.18311533888228299,0.006115169016476983,0.14659419058943435,0.07779853915406829,0.01121114319687447,0.05673517920842534,0.03754034312892815,0.20298963818583318,0.08476303720061151,0.04637336504161712,0.05605571598437235
