"","X1","CTYNAME","YEAR","CTYCODE","MIDTERM","TOTVOTERS","SOCIALCAP.Religious2014","SOCIALCAP.Civic2014","SOCIALCAP.Business2014","SOCIALCAP.Political2014","SOCIALCAP.Professional2014","SOCIALCAP.Labor2014","SOCIALCAP.Bowling2014","SOCIALCAP.Recreational2014","SOCIALCAP.Golf2014","SOCIALCAP.Sports2014","SOCIALCAP.pop2014","SOCIALCAP.assn2014","SOCIALCAP.pvote2012","SOCIALCAP.respn2010","SOCIALCAP.nccs2014","SOCIALCAP.sk2014","SOCIALCAP.relig09","SOCIALCAP.civic09","SOCIALCAP.bus09","SOCIALCAP.pol09","SOCIALCAP.prof09","SOCIALCAP.labor09","SOCIALCAP.bowl09","SOCIALCAP.fitns09","SOCIALCAP.golf09","SOCIALCAP.sport09","SOCIALCAP.pop09","SOCIALCAP.respn10","SOCIALCAP.pvote08","SOCIALCAP.nccs09","SOCIALCAP.assn09","SOCIALCAP.sk09","HOUSE.Congress (Years)","HOUSE.# of House Seats","HOUSE.Democrats","HOUSE.Republicans","HOUSE.Other","HOUSE.Del./Res.","SENATE.Session","SENATE.Total Seats","SENATE.Democrat","SENATE.Republican","SENATE.Other Parties","STATELEGIS.Session","STATELEGIS.House","STATELEGIS.Senate","STATELEGIS.Governor","VOTE_ELI.HD01_VD09","VOTE_ELI.HD01_VD11","VOTE_ELI.HD01_VD20","VOTE_ELI.HD01_VD22","VOTE_ELIGIBLE","Citizen: Total","Citizen: US Born","Citizen: Puerto Rico/US Islands Born","Citizen: Born Abroad","Citizen: Naturalization","Not Citizen","Percent Married","Percent Divorced","POPULATION","WHITE","BLACK","INDIAN","ASIAN","HAWAIIAN","OTHERS","INCOME.GEO.id","INCOME.GEO.id2","INCOME.GEO.display-label","INCOME.HC01_EST_VC01","INCOME.HC01_MOE_VC01","INCOME.HC02_EST_VC01","INCOME.HC02_MOE_VC01","INCOME.HC03_EST_VC01","INCOME.HC03_MOE_VC01","INCOME.HC04_EST_VC01","INCOME.HC04_MOE_VC01","INCOME.HC01_EST_VC02","INCOME.HC01_MOE_VC02","INCOME.HC02_EST_VC02","INCOME.HC02_MOE_VC02","INCOME.HC03_EST_VC02","INCOME.HC03_MOE_VC02","INCOME.HC04_EST_VC02","INCOME.HC04_MOE_VC02","INCOME.HC01_EST_VC03","INCOME.HC01_MOE_VC03","INCOME.HC02_EST_VC03","INCOME.HC02_MOE_VC03","INCOME.HC03_EST_VC03","INCOME.HC03_MOE_VC03","INCOME.HC04_EST_VC03","INCOME.HC04_MOE_VC03","INCOME.HC01_EST_VC04","INCOME.HC01_MOE_VC04","INCOME.HC02_EST_VC04","INCOME.HC02_MOE_VC04","INCOME.HC03_EST_VC04","INCOME.HC03_MOE_VC04","INCOME.HC04_EST_VC04","INCOME.HC04_MOE_VC04","INCOME.HC01_EST_VC05","INCOME.HC01_MOE_VC05","INCOME.HC02_EST_VC05","INCOME.HC02_MOE_VC05","INCOME.HC03_EST_VC05","INCOME.HC03_MOE_VC05","INCOME.HC04_EST_VC05","INCOME.HC04_MOE_VC05","INCOME.HC01_EST_VC06","INCOME.HC01_MOE_VC06","INCOME.HC02_EST_VC06","INCOME.HC02_MOE_VC06","INCOME.HC03_EST_VC06","INCOME.HC03_MOE_VC06","INCOME.HC04_EST_VC06","INCOME.HC04_MOE_VC06","INCOME.HC01_EST_VC07","INCOME.HC01_MOE_VC07","INCOME.HC02_EST_VC07","INCOME.HC02_MOE_VC07","INCOME.HC03_EST_VC07","INCOME.HC03_MOE_VC07","INCOME.HC04_EST_VC07","INCOME.HC04_MOE_VC07","INCOME.HC01_EST_VC08","INCOME.HC01_MOE_VC08","INCOME.HC02_EST_VC08","INCOME.HC02_MOE_VC08","INCOME.HC03_EST_VC08","INCOME.HC03_MOE_VC08","INCOME.HC04_EST_VC08","INCOME.HC04_MOE_VC08","INCOME.HC01_EST_VC09","INCOME.HC01_MOE_VC09","INCOME.HC02_EST_VC09","INCOME.HC02_MOE_VC09","INCOME.HC03_EST_VC09","INCOME.HC03_MOE_VC09","INCOME.HC04_EST_VC09","INCOME.HC04_MOE_VC09","INCOME.HC01_EST_VC10","INCOME.HC01_MOE_VC10","INCOME.HC02_EST_VC10","INCOME.HC02_MOE_VC10","INCOME.HC03_EST_VC10","INCOME.HC03_MOE_VC10","INCOME.HC04_EST_VC10","INCOME.HC04_MOE_VC10","INCOME.HC01_EST_VC11","INCOME.HC01_MOE_VC11","INCOME.HC02_EST_VC11","INCOME.HC02_MOE_VC11","INCOME.HC03_EST_VC11","INCOME.HC03_MOE_VC11","INCOME.HC04_EST_VC11","INCOME.HC04_MOE_VC11","INCOME.HC01_EST_VC13","INCOME.HC01_MOE_VC13","INCOME.HC02_EST_VC13","INCOME.HC02_MOE_VC13","INCOME.HC03_EST_VC13","INCOME.HC03_MOE_VC13","INCOME.HC04_EST_VC13","INCOME.HC04_MOE_VC13","INCOME.HC01_EST_VC15","INCOME.HC01_MOE_VC15","INCOME.HC02_EST_VC15","INCOME.HC02_MOE_VC15","INCOME.HC03_EST_VC15","INCOME.HC03_MOE_VC15","INCOME.HC04_EST_VC15","INCOME.HC04_MOE_VC15","INCOME.HC01_EST_VC18","INCOME.HC01_MOE_VC18","INCOME.HC02_EST_VC18","INCOME.HC02_MOE_VC18","INCOME.HC03_EST_VC18","INCOME.HC03_MOE_VC18","INCOME.HC04_EST_VC18","INCOME.HC04_MOE_VC18","INCOME.HC01_EST_VC19","INCOME.HC01_MOE_VC19","INCOME.HC02_EST_VC19","INCOME.HC02_MOE_VC19","INCOME.HC03_EST_VC19","INCOME.HC03_MOE_VC19","INCOME.HC04_EST_VC19","INCOME.HC04_MOE_VC19","INCOME.HC01_EST_VC20","INCOME.HC01_MOE_VC20","INCOME.HC02_EST_VC20","INCOME.HC02_MOE_VC20","INCOME.HC03_EST_VC20","INCOME.HC03_MOE_VC20","INCOME.HC04_EST_VC20","INCOME.HC04_MOE_VC20","VOTEPERCENT","PresYear","HOUSE.Control","SENATE.Control","MONEY.House","MONEY.Governor","MONEY.StateOther","MONEY.StateSenate","MONEY.StateHouse","MONEY.Senate","MONEY.President"
"366",366,"big stone",2016,6,0,2790,15,3,0,0,0,0,1,0,1,0,5125,3.90243902439024,0.753376553214479,0.82,61,3.63833846386084,15,3,0,0,0,0,1,1,1,0,5285,0.82,0.6922899,70,3.97350993377483,3.64475222649029,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",1961,11,2043,12,4027,5098,5033,0,17,34,14,"61.2","8.8",5098,5038,9,0,0,0,4,"0500000US27011",27011,"Big Stone County, Minnesota",2226,82,1441,82,"1236","80",785,84,5.8,1.6,3.4,1.4,"2.0","1.2",11.1,4.2,6.2,1.9,1.6,1,"1.2","0.8",14.8,4.6,12.7,2.4,8.4,2.4,"6.8","2.5",22,5.3,12.1,2.3,8.4,2.1,"8.7","2.2",19,5.3,15.3,2.4,16.2,2.9,"13.4","2.8",14,3.5,19.2,2.8,23.9,3.9,"24.8","4.1",11,4.1,14.6,2.5,18.9,3,"21.4","3.3",4.6,2.3,8.6,2.2,11.9,3.4,"13.1","3.6",1.8,1.1,2.6,0.9,3.6,1.2,"4.2","1.4",0.5,0.9,2.8,1,3.7,1.3,"4.3","1.5",1.3,1.2,47132,3539,63191,3784,67443,4704,25688,1961,62406,3191,74509,3873,"N","N",37669,6215,34.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",35,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",30.4,"(X)",0.692823441768066,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"367",367,"blue earth",2008,7,0,35183,53,10,4,1,2,3,1,9,3,1,65497,1.32830511321129,0.728366201972118,0.8,396,0.218342704473296,53,15,4,1,1,3,3,8,4,1,63565,0.8,0.7247216,427,1.46306929914261,0.725817420461533,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",23144,251,22977,419,46791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0500000US27013",27013,"Blue Earth County, Minnesota",23305,512,13572,435,"10690","509",9733,471,8.2,1.4,2.6,1.1,"0.2","0.2",16.7,2.9,6.3,1.2,2.5,0.8,"1.6","0.8",11.7,2.5,9.6,1.3,6.2,1.5,"3.3","1.3",16.2,2.4,11.5,1.4,7.8,1.6,"5.8","1.2",15.9,2.5,15,1.9,15,2.5,"13.9","2.4",16.4,3.3,21.8,1.9,25.4,2.2,"27.5","2.4",16,2.8,13.5,1.2,19.6,1.9,"22.0","2.2",3.8,1.2,9.3,1.2,14,1.9,"17.5","2.3",2.2,1.4,2.9,0.7,4.2,1.1,"5.1","1.3",0.5,0.5,1.8,0.4,2.7,0.7,"3.1","0.9",0.5,0.5,49206,2367,65249,2401,72966,2765,29087,2655,61167,2346,76568,3538,"85192","3584",36946,4543,22.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",21.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",22.2,"(X)",0.751918103908871,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"368",368,"blue earth",2012,7,0,34463,53,10,4,1,2,3,1,9,3,1,65497,1.32830511321129,0.728366201972118,0.8,396,0.218342704473296,53,15,4,1,1,3,3,8,4,1,63565,0.8,0.7247216,427,1.46306929914261,0.725817420461533,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",24724,467,24763,610,50564,63991,61275,42,312,1139,1223,"43.8","7.0",63991,59295,1670,156,1246,2,334,"0500000US27013",27013,"Blue Earth County, Minnesota",24259,382,14057,324,"11389","329",10202,399,7,1,2.9,0.9,"0.7","0.4",13.9,2,6.8,0.9,2.9,0.7,"1.2","0.5",12.4,2.1,11.2,1.2,6.4,1.2,"3.9","0.9",18.5,2.2,11.1,1,8.5,1,"7.0","1.0",14.7,2.1,14.6,1.2,13.7,1.3,"12.1","1.3",16.7,2,20.9,1.2,23.6,1.7,"25.7","2.0",15.4,2.2,12,1,17.4,1.5,"20.0","1.7",3.6,0.8,11.8,0.9,17.3,1.4,"20.9","1.7",3.7,0.9,2.8,0.5,4.6,0.8,"5.4","0.9",0.2,0.1,2,0.4,2.6,0.5,"3.1","0.6",1,0.6,49306,1739,66222,1924,74406,2143,28176,2423,62715,2482,77433,2086,"86236","2277",40528,4830,25,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",21.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",29.2,"(X)",0.681571869314136,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"369",369,"blue earth",2016,7,0,33816,53,10,4,1,2,3,1,9,3,1,65497,1.32830511321129,0.728366201972118,0.8,396,0.218342704473296,53,15,4,1,1,3,3,8,4,1,63565,0.8,0.7247216,427,1.46306929914261,0.725817420461533,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",25099,388,25021,610,51118,65524,62373,30,414,1066,1641,"43.3","7.4",65524,60046,2166,263,1347,8,297,"0500000US27013",27013,"Blue Earth County, Minnesota",25081,328,14383,363,"11464","332",10698,449,6.9,0.9,3.2,0.8,"1.0","0.5",13.1,2.2,5.4,0.7,2.6,0.9,"0.6","0.3",10.1,1.6,10.8,1.1,5.3,0.9,"2.7","0.5",19,1.9,9.8,0.9,6.8,1.1,"5.0","1.1",13.9,1.7,15,1.2,11.9,1.5,"9.9","1.4",18.9,2,17.6,1.2,20.7,1.6,"22.8","2.0",12.2,1.9,14.5,1.3,19.7,1.8,"22.8","2.1",7.1,1.6,12.5,1,18.4,1.4,"21.2","1.7",4.2,1.2,4.1,0.6,6.2,0.9,"7.5","1.2",0.7,0.3,3.3,0.4,5.1,0.7,"6.4","0.9",0.8,0.4,52119,1433,74537,1783,81731,1644,28896,1949,69198,2010,87699,2637,"99119","2943",41866,3557,33.8,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",30.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",37.6,"(X)",0.661528228803944,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"370",370,"brown",2008,8,0,13680,25,7,5,0,0,0,2,7,3,0,25290,1.93752471332543,0.814323297281497,0.88,229,1.61177899321549,24,8,4,0,0,0,3,5,2,0,25890,0.88,0.666634,242,1.77674777906528,1.05403907000221,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",9954,53,10043,109,20159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0500000US27015",27015,"Brown County, Minnesota",10785,430,7259,425,"N","N",3526,421,4.8,1.5,1.9,1.2,"N","N",11.5,4,7.1,1.8,5.7,2.6,"N","N",15,5.1,9.3,1.7,5.5,1.4,"N","N",16.2,4.3,11.2,2.2,6.7,2,"N","N",20.7,5,18.3,2.5,19.5,2.9,"N","N",14.2,4.2,23.4,2.9,26.4,3.6,"N","N",14.8,4.3,14.4,2.1,19.5,2.8,"N","N",3,1.9,8.2,1.7,10.8,2.6,"N","N",2.7,2,2,1,2.7,1.6,"N","N",0.7,0.9,1.2,0.7,1.2,0.7,"N","N",1.2,1.3,49396,2363,58854,3753,65056,2833,28810,3650,57831,3020,66054,3567,"N","N",38428,6246,22.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",20.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",21.7,"(X)",0.678605089538172,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"371",371,"brown",2012,8,0,14030,25,7,5,0,0,0,2,7,3,0,25290,1.93752471332543,0.814323297281497,0.88,229,1.61177899321549,24,8,4,0,0,0,3,5,2,0,25890,0.88,0.666634,242,1.77674777906528,1.05403907000221,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",9672,43,10075,65,19855,25772,25252,0,127,119,274,"54.2","10.4",25772,25219,75,28,165,17,158,"0500000US27015",27015,"Brown County, Minnesota",10818,188,6722,235,"5622","208",4096,199,4.9,0.9,1.9,0.7,"0.7","0.5",11.1,2.1,6.9,1.3,2.6,0.9,"1.7","0.6",14.9,3.1,11.1,1.4,7.3,1.6,"5.1","1.2",18.4,2.7,11.6,1.5,8.5,1.6,"6.6","1.3",15.6,2.8,17.5,1.7,14.9,1.9,"13.6","1.7",21.5,3.4,20.1,1.8,24.8,2.9,"26.2","3.0",11.7,2.4,14.1,1.8,20.9,2.7,"23.6","3.1",2.8,1.2,9.3,1.2,13.1,1.7,"15.2","2.0",2.2,1.2,2.2,0.6,3.1,1.1,"3.7","1.3",0.7,0.5,2.2,0.7,2.9,1,"3.5","1.2",1,0.7,47915,2094,64086,2449,70717,2943,29052,2781,61956,3076,74964,4294,"N","N",38730,4876,24.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",23.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",25.1,"(X)",0.706623016872324,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"372",372,"brown",2016,8,0,13925,25,7,5,0,0,0,2,7,3,0,25290,1.93752471332543,0.814323297281497,0.88,229,1.61177899321549,24,8,4,0,0,0,3,5,2,0,25890,0.88,0.666634,242,1.77674777906528,1.05403907000221,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",9453,111,9865,163,19592,25327,24681,4,109,288,245,"55.6","9.8",25327,24587,57,56,166,15,238,"0500000US27015",27015,"Brown County, Minnesota",10641,228,6798,244,"5594","194",3843,245,3.8,0.9,2.6,1.1,"0.4","0.3",7.5,2.2,6.3,1.2,3,1.3,"1.3","0.7",13.5,2.6,11.5,1.4,5.3,1.1,"4.5","1.1",21.4,2.9,9.6,1.2,7.8,1.2,"6.0","1.3",13.6,2.5,14.6,1.8,13.6,2,"12.2","2.2",16.1,3,20.1,1.6,21.3,2.1,"21.5","2.2",17.2,3.1,17.8,1.9,22.6,2.4,"26.1","2.8",7.9,2.2,10.7,1.3,15.6,2,"18.2","2.3",1.6,0.8,2.7,0.5,3.8,0.8,"4.5","1.0",0.2,0.2,3.1,0.7,4.4,1.1,"5.2","1.3",0.9,0.5,53319,1758,70401,3096,78087,2825,31453,2037,67080,2169,79883,2805,"88220","3423",41546,3759,31.6,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",31.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",31.3,"(X)",0.710749285422622,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"373",373,"carlton",2008,9,0,18530,30,9,2,0,0,3,0,5,3,1,35470,1.49422046800113,0.807958629152424,0.77,213,0.698837976453364,26,10,2,0,0,4,1,4,4,0,35269,0.77,0.6993026,229,1.44602909070288,0.563944470574428,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",12936,110,12753,143,25942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0500000US27017",27017,"Carlton County, Minnesota",13653,409,9347,406,"7392","395",4306,368,7.7,1.7,4.8,1.7,"0.6","0.6",13.8,4.6,6.5,1.4,3,1.2,"1.6","0.9",14.5,4.1,9.9,1.7,5.9,1.4,"4.2","1.4",19.8,4.2,9.4,1.6,8.9,2,"6.7","1.4",11.8,3.3,15.2,2.1,16.6,2.7,"16.2","3.5",12.4,3.1,23.8,2.5,25.9,3.1,"29.4","3.8",18,4.5,15.1,2.4,18.3,2.2,"21.3","2.8",7.6,4.8,9.3,1.8,12.5,2.5,"14.9","3.1",1.4,1.2,1.5,0.7,2.3,1,"2.8","1.2",0.2,0.2,1.6,0.7,1.8,0.9,"2.3","1.2",0.6,0.6,51496,2829,60631,2086,68590,2497,26020,3340,58029,2318,67140,3025,"75463","3465",35943,3681,24.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",23.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",26.3,"(X)",0.714285714285714,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"374",374,"carlton",2012,9,0,18545,30,9,2,0,0,3,0,5,3,1,35470,1.49422046800113,0.807958629152424,0.77,213,0.698837976453364,26,10,2,0,0,4,1,4,4,0,35269,0.77,0.6993026,229,1.44602909070288,0.563944470574428,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",13858,155,12770,90,26873,35304,34712,10,171,257,154,"54.2","11.6",35304,31634,565,1897,230,9,217,"0500000US27017",27017,"Carlton County, Minnesota",13739,247,9267,255,"7376","268",4472,269,6.6,1.1,3.8,1,"1.2","0.4",13.5,3,5.6,1.1,1.9,0.6,"1.2","0.4",13.3,3,11.2,1.3,6.4,1.1,"4.3","1.0",22.7,3.3,9.3,1.1,7.7,1.1,"6.3","1.1",12.5,2.4,14.7,1.4,15.7,1.8,"13.0","1.5",14.6,2.7,21.6,1.7,23.5,2.1,"25.1","2.3",16.2,2.9,14.6,1.6,18.9,2.3,"22.5","2.7",4.4,1.3,12.1,1.2,16.1,1.7,"19.3","1.9",2.3,0.9,3.1,0.8,4.4,1.2,"5.2","1.5",0,0.1,1.3,0.6,1.5,0.9,"1.8","1.1",0.5,0.5,52943,2447,64779,2761,73678,3368,25347,2627,61560,2381,72925,2900,"N","N",34765,2689,28.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",29.6,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.2,"(X)",0.690097867748298,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"375",375,"carlton",2016,9,0,18374,30,9,2,0,0,3,0,5,3,1,35470,1.49422046800113,0.807958629152424,0.77,213,0.698837976453364,26,10,2,0,0,4,1,4,4,0,35269,0.77,0.6993026,229,1.44602909070288,0.563944470574428,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",14103,72,12945,129,27249,35482,34943,9,142,227,161,"50.3","12.8",35482,31710,525,1838,216,7,63,"0500000US27017",27017,"Carlton County, Minnesota",13289,266,8809,277,"6849","277",4480,276,6.8,1.1,3.1,0.7,"1.3","0.4",15,3,4.7,0.6,2.1,0.6,"1.1","0.8",10.2,1.7,10.3,1.4,5.7,1.1,"4.7","1.3",20.3,2.9,8.8,1.2,7.2,1.1,"5.4","1.1",13.4,2.7,13.4,1.3,13.6,1.7,"11.0","1.7",14.3,2.3,21.9,1.7,24.4,2,"24.1","2.1",16.8,2.6,16.1,1.5,20.1,2.1,"22.9","2.3",5,1.3,12.2,1,16,1.5,"19.7","1.8",3.2,0.8,3.9,0.9,5.3,1.1,"6.7","1.5",1.3,1,1.9,0.5,2.6,0.8,"3.1","1.0",0.4,0.3,55607,2328,68739,2564,76734,2268,27852,2571,65280,2025,77251,2615,"85670","3178",38223,2529,37.9,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",36.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",39.9,"(X)",0.674299974310984,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"376",376,"carver",2008,10,0,49806,52,12,6,0,1,0,3,19,11,0,97396,1.06780565936999,0.832596206815141,0.86,393,0.0459296951157418,45,14,5,1,1,1,3,13,9,0,90242,0.86,0.7678861,364,1.01948095122005,0.131288659816269,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",29161,1174,29773,789,60897,90043,85410,0,413,2298,1922,"N","N",90043,83653,2566,501,687,124,1585,"0500000US27019",27019,"Carver County, Minnesota",32153,361,23953,673,"20872","676",8200,732,2,0.6,1,0.6,"0.1","0.1",5.5,1.9,2.3,1,1.8,1,"1.4","1.0",4.6,2.2,5.7,1.3,3.5,1.4,"1.6","0.8",13,3.7,6.5,1.4,3.5,0.9,"2.3","0.7",14.6,4.5,10.3,1.5,7.1,1.4,"6.3","1.5",21,5,19.2,2,17.2,2,"17.0","2.1",24.5,5.1,18,2,21.2,2.3,"21.7","2.6",8.4,3.3,18.3,1.7,23.5,2.3,"25.4","2.4",3.4,1.7,8.3,1.2,10.2,1.6,"11.6","1.8",1.9,1.2,9.2,1.5,11.1,1.7,"12.6","1.9",3,2.6,80160,2843,92957,2853,99417,3373,42966,4618,103583,7094,114673,4438,"123374","5133",67702,24721,19.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",19.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",19.1,"(X)",0.817872801615843,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"377",377,"carver",2012,10,0,53079,52,12,6,0,1,0,3,19,11,0,97396,1.06780565936999,0.832596206815141,0.86,393,0.0459296951157418,45,14,5,1,1,1,3,13,9,0,90242,0.86,0.7678861,364,1.01948095122005,0.131288659816269,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",29521,927,30475,1177,62100,91355,85533,3,382,2636,2801,"63.4","7.9",91355,84539,975,158,2279,32,1546,"0500000US27019",27019,"Carver County, Minnesota",33017,338,25203,506,"21487","571",7814,481,2.6,0.7,1.3,0.5,"0.5","0.3",7.7,2.2,2.4,0.7,0.5,0.3,"0.4","0.3",8.8,2.7,5.7,0.9,3.2,0.7,"1.4","0.6",15,2.6,7.2,1,5.4,1.2,"2.9","0.6",13.7,2.7,8.8,1.1,6.6,1,"5.5","0.9",15.7,2.3,16.5,1.5,16.1,1.8,"15.6","1.5",18.9,2.7,17.6,1.1,19.4,1.4,"19.9","1.5",10.7,2,20.7,1.2,24.8,1.4,"27.4","1.6",6.1,1.5,9.6,1,11.8,1.2,"13.5","1.5",2.4,0.9,8.8,0.9,11,1.2,"12.8","1.4",1,0.5,83275,2096,96076,2784,105881,2277,39113,2998,102478,2562,117353,3250,"127823","3509",50525,3172,19.9,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",20.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",17.6,"(X)",0.854734299516908,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"378",378,"carver",2016,10,0,56156,52,12,6,0,1,0,3,19,11,0,97396,1.06780565936999,0.832596206815141,0.86,393,0.0459296951157418,45,14,5,1,1,1,3,13,9,0,90242,0.86,0.7678861,364,1.01948095122005,0.131288659816269,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",32255,1035,33404,1218,67912,97143,91727,53,483,2544,2336,"62.0","8.0",97143,90204,1388,135,2672,75,534,"0500000US27019",27019,"Carver County, Minnesota",34990,275,26142,457,"22615","426",8848,471,3.2,0.6,1.3,0.4,"0.7","0.3",9.2,2.1,1.7,0.4,0.6,0.3,"0.2","0.1",5.2,1.4,4.5,0.6,1.7,0.4,"1.3","0.4",13.2,2.1,6,0.7,3.5,0.7,"2.2","0.6",13.9,2.3,9.7,1.1,7.9,1.1,"5.9","0.9",16.5,2.7,16.4,1.1,15.5,1.3,"14.1","1.3",19.7,2.6,14.8,1.1,15.8,1.4,"16.6","1.5",10,1.6,20.4,1.2,24.4,1.4,"26.0","1.5",7.8,1.9,10.3,0.8,12.9,1.2,"14.5","1.3",2,0.8,13,0.9,16.3,1.2,"18.5","1.4",2.5,1,88638,2146,105464,2747,115723,2135,42238,2385,115628,2672,134864,3681,"N","N",54930,2731,23.6,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",23.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",23.8,"(X)",0.826893627046766,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
